0.00, [INFO], robot3, {'battery-level': '46.27'}, None, None
0.00, [DEBUG], nurse, NURSE_CONFIG={'location': 'PC Room 3', 'position': [-28.5, 18.0, -1.57]}, None, None
0.00, [DEBUG], logger, ROBOTS_CONFIG={'avg_speed': 0.15, 'battery_charge': 0.462681764358839, 'battery_discharge_rate': 0.0004, 'id': 3, 'local_plan': [['navigation', ['PC Room 3', [[-38.0, 21.5, 0.0], [-37.0, 21.5], [-37.0, 16.0], [-28.5, 16.0], [-28.5, 18.0, -1.57]]], 'navto_room'], ['approach_person', ['nurse'], 'approach_nurse'], ['authenticate_person', ['nurse'], 'authenticate_nurse'], ['operate_drawer', ['open'], 'open_drawer_for_nurse'], ['send_message', ['nurse'], 'notify_nurse_of_open_drawer_for_nurse_completed'], ['wait_message', ['nurse'], 'wait_nurse_to_complete_deposit'], ['operate_drawer', ['close'], 'close_drawer_nurse'], ['navigation', ['Laboratory', [[-28.5, 18.0, -1.57], [-28.5, 16.0], [-26.0, 16.0], [-26.0, 13.0, 1.57]]], 'navto_lab'], ['approach_robot', ['lab_arm'], 'approach_arm'], ['operate_drawer', ['open'], 'open_drawer_lab'], ['send_message', ['lab_arm'], 'notify_lab_arm_of_open_drawer_lab_completed'], ['wait_message', ['lab_arm'], 'wait_lab_arm_to_complete_pick_up_sample'], ['operate_drawer', ['close'], 'close_drawer_lab']], 'location': 'IC Room 2', 'name': 'r3', 'position': [-38.0, 21.5, 0.0], 'skills': ['approach_person', 'approach_robot', 'authenticate_person', 'navigation', 'operate_drawer']}, None, None
0.00, [DEBUG], logger, Simulation open, None, None
10.07, [INFO], robot3, {'battery-level': '45.91'}, None, None
20.07, [INFO], robot3, {'battery-level': '45.51'}, None, None
30.04, [INFO], robot3, {'battery-level': '45.11'}, None, None
40.10, [INFO], robot3, {'battery-level': '44.71'}, None, None
50.07, [INFO], robot3, {'battery-level': '44.31'}, None, None
60.04, [INFO], robot3, {'battery-level': '43.91'}, None, None
70.02, [INFO], robot3, {'battery-level': '43.51'}, None, None
80.00, [INFO], robot3, {'battery-level': '43.11'}, None, None
90.08, [INFO], robot3, {'battery-level': '42.71'}, None, None
100.04, [INFO], robot3, {'battery-level': '42.31'}, None, None
110.02, [INFO], robot3, {'battery-level': '41.91'}, None, None
120.01, [INFO], robot3, {'battery-level': '41.51'}, None, None
130.07, [INFO], robot3, {'battery-level': '41.11'}, None, None
140.04, [INFO], robot3, {'battery-level': '40.71'}, None, None
150.02, [INFO], robot3, {'battery-level': '40.31'}, None, None
160.09, [INFO], robot3, {'battery-level': '39.91'}, None, None
170.08, [INFO], robot3, {'battery-level': '39.51'}, None, None
180.05, [INFO], robot3, {'battery-level': '39.11'}, None, None
190.01, [INFO], robot3, {'battery-level': '38.71'}, None, None
200.06, [INFO], robot3, {'battery-level': '38.31'}, None, None
210.05, [INFO], robot3, {'battery-level': '37.91'}, None, None
220.05, [INFO], robot3, {'battery-level': '37.51'}, None, None
230.03, [INFO], robot3, {'battery-level': '37.11'}, None, None
240.01, [INFO], robot3, {'battery-level': '36.71'}, None, None
250.09, [INFO], robot3, {'battery-level': '36.31'}, None, None
260.08, [INFO], robot3, {'battery-level': '35.91'}, None, None
270.06, [INFO], robot3, {'battery-level': '35.51'}, None, None
280.04, [INFO], robot3, {'battery-level': '35.11'}, None, None
290.10, [INFO], robot3, {'battery-level': '34.71'}, None, None
300.09, [INFO], robot3, {'battery-level': '34.31'}, None, None
310.07, [INFO], robot3, {'battery-level': '33.91'}, None, None
320.04, [INFO], robot3, {'battery-level': '33.51'}, None, None
330.01, [INFO], robot3, {'battery-level': '33.11'}, None, None
340.09, [INFO], robot3, {'battery-level': '32.71'}, None, None
