0.00, [INFO], robot3, {'battery-level': '72.32'}, None, None
0.00, [DEBUG], nurse, NURSE_CONFIG={'location': 'IC Room 6', 'position': [-33.9, 18.93, 3.14]}, None, None
0.00, [DEBUG], logger, ROBOTS_CONFIG={'avg_speed': 0.15, 'battery_charge': 0.7232396784987936, 'battery_discharge_rate': 0.00064, 'id': 3, 'local_plan': [['navigation', ['IC Room 6', [[-38.0, 21.5, 0.0], [-37.0, 21.5], [-37.0, 18.93], [-33.9, 18.93, 3.14]]], 'navto_room'], ['approach_person', ['nurse'], 'approach_nurse'], ['authenticate_person', ['nurse'], 'authenticate_nurse'], ['operate_drawer', ['open'], 'open_drawer_for_nurse'], ['send_message', ['nurse'], 'notify_nurse_of_open_drawer_for_nurse_completed'], ['wait_message', ['nurse'], 'wait_nurse_to_complete_deposit'], ['operate_drawer', ['close'], 'close_drawer_nurse'], ['navigation', ['Laboratory', [[-33.9, 18.93, 3.14], [-37.0, 18.93], [-37.0, 16.0], [-26.0, 16.0], [-26.0, 13.0, 1.57]]], 'navto_lab'], ['approach_robot', ['lab_arm'], 'approach_arm'], ['operate_drawer', ['open'], 'open_drawer_lab'], ['send_message', ['lab_arm'], 'notify_lab_arm_of_open_drawer_lab_completed'], ['wait_message', ['lab_arm'], 'wait_lab_arm_to_complete_pick_up_sample'], ['operate_drawer', ['close'], 'close_drawer_lab']], 'location': 'IC Room 2', 'name': 'r3', 'position': [-38.0, 21.5, 0.0], 'skills': ['approach_person', 'approach_robot', 'authenticate_person', 'navigation', 'operate_drawer']}, None, None
0.00, [DEBUG], logger, Simulation open, None, None
10.01, [INFO], robot3, {'battery-level': '71.75'}, None, None
20.08, [INFO], robot3, {'battery-level': '71.11'}, None, None
30.05, [INFO], robot3, {'battery-level': '70.47'}, None, None
40.04, [INFO], robot3, {'battery-level': '69.83'}, None, None
50.02, [INFO], robot3, {'battery-level': '69.19'}, None, None
60.00, [INFO], robot3, {'battery-level': '68.55'}, None, None
70.09, [INFO], robot3, {'battery-level': '67.91'}, None, None
80.08, [INFO], robot3, {'battery-level': '67.27'}, None, None
90.08, [INFO], robot3, {'battery-level': '66.63'}, None, None
100.08, [INFO], robot3, {'battery-level': '65.99'}, None, None
110.07, [INFO], robot3, {'battery-level': '65.35'}, None, None
120.08, [INFO], robot3, {'battery-level': '64.71'}, None, None
130.08, [INFO], robot3, {'battery-level': '64.07'}, None, None
140.09, [INFO], robot3, {'battery-level': '63.43'}, None, None
150.08, [INFO], robot3, {'battery-level': '62.79'}, None, None
160.07, [INFO], robot3, {'battery-level': '62.15'}, None, None
170.07, [INFO], robot3, {'battery-level': '61.51'}, None, None
180.06, [INFO], robot3, {'battery-level': '60.87'}, None, None
190.04, [INFO], robot3, {'battery-level': '60.23'}, None, None
200.02, [INFO], robot3, {'battery-level': '59.59'}, None, None
210.02, [INFO], robot3, {'battery-level': '58.95'}, None, None
220.01, [INFO], robot3, {'battery-level': '58.31'}, None, None
230.00, [INFO], robot3, {'battery-level': '57.67'}, None, None
240.07, [INFO], robot3, {'battery-level': '57.03'}, None, None
250.05, [INFO], robot3, {'battery-level': '56.39'}, None, None
260.04, [INFO], robot3, {'battery-level': '55.75'}, None, None
270.04, [INFO], robot3, {'battery-level': '55.11'}, None, None
280.03, [INFO], robot3, {'battery-level': '54.47'}, None, None
290.03, [INFO], robot3, {'battery-level': '53.83'}, None, None
300.02, [INFO], robot3, {'battery-level': '53.19'}, None, None
310.09, [INFO], robot3, {'battery-level': '52.55'}, None, None
320.05, [INFO], robot3, {'battery-level': '51.91'}, None, None
330.04, [INFO], robot3, {'battery-level': '51.27'}, None, None
340.04, [INFO], robot3, {'battery-level': '50.63'}, None, None
350.02, [INFO], robot3, {'battery-level': '49.99'}, None, None
360.00, [INFO], robot3, {'battery-level': '49.35'}, None, None
370.07, [INFO], robot3, {'battery-level': '48.71'}, None, None
380.07, [INFO], robot3, {'battery-level': '48.07'}, None, None
390.04, [INFO], robot3, {'battery-level': '47.43'}, None, None
400.02, [INFO], robot3, {'battery-level': '46.79'}, None, None
410.00, [INFO], robot3, {'battery-level': '46.15'}, None, None
420.08, [INFO], robot3, {'battery-level': '45.51'}, None, None
430.10, [INFO], robot3, {'battery-level': '44.87'}, None, None
440.00, [INFO], robot3, {'battery-level': '44.23'}, None, None
450.00, [INFO], robot3, {'battery-level': '43.59'}, None, None
460.01, [INFO], robot3, {'battery-level': '42.95'}, None, None
470.00, [INFO], robot3, {'battery-level': '42.31'}, None, None
