0.00, [INFO], robot3, {'battery-level': '72.32'}, None, None
0.00, [DEBUG], nurse, NURSE_CONFIG={'location': 'IC Room 6', 'position': [-33.9, 18.93, 3.14]}, None, None
0.19, [DEBUG], logger, ROBOTS_CONFIG={'avg_speed': 0.15, 'battery_charge': 0.7232396784987936, 'battery_discharge_rate': 0.00036, 'id': 3, 'local_plan': [['navigation', ['IC Room 6', [[-38.0, 21.5, 0.0], [-37.0, 21.5], [-37.0, 18.93], [-33.9, 18.93, 3.14]]], 'navto_room'], ['approach_person', ['nurse'], 'approach_nurse'], ['authenticate_person', ['nurse'], 'authenticate_nurse'], ['operate_drawer', ['open'], 'open_drawer_for_nurse'], ['send_message', ['nurse'], 'notify_nurse_of_open_drawer_for_nurse_completed'], ['wait_message', ['nurse'], 'wait_nurse_to_complete_deposit'], ['operate_drawer', ['close'], 'close_drawer_nurse'], ['navigation', ['Laboratory', [[-33.9, 18.93, 3.14], [-37.0, 18.93], [-37.0, 16.0], [-26.0, 16.0], [-26.0, 13.0, 1.57]]], 'navto_lab'], ['approach_robot', ['lab_arm'], 'approach_arm'], ['operate_drawer', ['open'], 'open_drawer_lab'], ['send_message', ['lab_arm'], 'notify_lab_arm_of_open_drawer_lab_completed'], ['wait_message', ['lab_arm'], 'wait_lab_arm_to_complete_pick_up_sample'], ['operate_drawer', ['close'], 'close_drawer_lab']], 'location': 'IC Room 2', 'name': 'r3', 'position': [-38.0, 21.5, 0.0], 'skills': ['approach_person', 'approach_robot', 'authenticate_person', 'navigation', 'operate_drawer']}, None, None
0.19, [DEBUG], logger, Simulation open, None, None
10.00, [INFO], robot3, {'battery-level': '72.00'}, None, None
20.06, [INFO], robot3, {'battery-level': '71.64'}, None, None
30.07, [INFO], robot3, {'battery-level': '71.28'}, None, None
40.06, [INFO], robot3, {'battery-level': '70.92'}, None, None
50.06, [INFO], robot3, {'battery-level': '70.56'}, None, None
60.07, [INFO], robot3, {'battery-level': '70.20'}, None, None
70.08, [INFO], robot3, {'battery-level': '69.84'}, None, None
80.01, [INFO], robot3, {'battery-level': '69.48'}, None, None
90.08, [INFO], robot3, {'battery-level': '69.12'}, None, None
100.09, [INFO], robot3, {'battery-level': '68.76'}, None, None
110.09, [INFO], robot3, {'battery-level': '68.40'}, None, None
120.08, [INFO], robot3, {'battery-level': '68.04'}, None, None
130.10, [INFO], robot3, {'battery-level': '67.68'}, None, None
140.00, [INFO], robot3, {'battery-level': '67.32'}, None, None
150.00, [INFO], robot3, {'battery-level': '66.96'}, None, None
160.08, [INFO], robot3, {'battery-level': '66.60'}, None, None
170.09, [INFO], robot3, {'battery-level': '66.24'}, None, None
180.01, [INFO], robot3, {'battery-level': '65.88'}, None, None
190.09, [INFO], robot3, {'battery-level': '65.52'}, None, None
200.09, [INFO], robot3, {'battery-level': '65.16'}, None, None
210.09, [INFO], robot3, {'battery-level': '64.80'}, None, None
220.09, [INFO], robot3, {'battery-level': '64.44'}, None, None
230.01, [INFO], robot3, {'battery-level': '64.08'}, None, None
240.09, [INFO], robot3, {'battery-level': '63.72'}, None, None
250.01, [INFO], robot3, {'battery-level': '63.36'}, None, None
260.02, [INFO], robot3, {'battery-level': '63.00'}, None, None
270.04, [INFO], robot3, {'battery-level': '62.64'}, None, None
280.02, [INFO], robot3, {'battery-level': '62.28'}, None, None
290.03, [INFO], robot3, {'battery-level': '61.92'}, None, None
300.05, [INFO], robot3, {'battery-level': '61.56'}, None, None
310.06, [INFO], robot3, {'battery-level': '61.20'}, None, None
320.07, [INFO], robot3, {'battery-level': '60.84'}, None, None
330.08, [INFO], robot3, {'battery-level': '60.48'}, None, None
340.08, [INFO], robot3, {'battery-level': '60.12'}, None, None
350.07, [INFO], robot3, {'battery-level': '59.76'}, None, None
360.08, [INFO], robot3, {'battery-level': '59.40'}, None, None
370.08, [INFO], robot3, {'battery-level': '59.04'}, None, None
380.10, [INFO], robot3, {'battery-level': '58.68'}, None, None
390.00, [INFO], robot3, {'battery-level': '58.32'}, None, None
400.08, [INFO], robot3, {'battery-level': '57.96'}, None, None
410.06, [INFO], robot3, {'battery-level': '57.60'}, None, None
420.06, [INFO], robot3, {'battery-level': '57.24'}, None, None
430.07, [INFO], robot3, {'battery-level': '56.88'}, None, None
440.10, [INFO], robot3, {'battery-level': '56.52'}, None, None
450.08, [INFO], robot3, {'battery-level': '56.16'}, None, None
460.00, [INFO], robot3, {'battery-level': '55.80'}, None, None
470.01, [INFO], robot3, {'battery-level': '55.44'}, None, None
480.02, [INFO], robot3, {'battery-level': '55.08'}, None, None
490.02, [INFO], robot3, {'battery-level': '54.72'}, None, None
500.03, [INFO], robot3, {'battery-level': '54.36'}, None, None
510.02, [INFO], robot3, {'battery-level': '54.00'}, None, None
520.04, [INFO], robot3, {'battery-level': '53.64'}, None, None
530.00, [INFO], robot3, {'battery-level': '53.28'}, None, None
540.01, [INFO], robot3, {'battery-level': '52.92'}, None, None
550.03, [INFO], robot3, {'battery-level': '52.56'}, None, None
560.03, [INFO], robot3, {'battery-level': '52.20'}, None, None
570.04, [INFO], robot3, {'battery-level': '51.84'}, None, None
580.01, [INFO], robot3, {'battery-level': '51.48'}, None, None
590.02, [INFO], robot3, {'battery-level': '51.12'}, None, None
600.02, [INFO], robot3, {'battery-level': '50.76'}, None, None
610.01, [INFO], robot3, {'battery-level': '50.40'}, None, None
620.02, [INFO], robot3, {'battery-level': '50.04'}, None, None
630.02, [INFO], robot3, {'battery-level': '49.68'}, None, None
640.03, [INFO], robot3, {'battery-level': '49.32'}, None, None
650.03, [INFO], robot3, {'battery-level': '48.96'}, None, None
660.03, [INFO], robot3, {'battery-level': '48.60'}, None, None
670.04, [INFO], robot3, {'battery-level': '48.24'}, None, None
680.05, [INFO], robot3, {'battery-level': '47.88'}, None, None
690.05, [INFO], robot3, {'battery-level': '47.52'}, None, None
700.08, [INFO], robot3, {'battery-level': '47.16'}, None, None
710.00, [INFO], robot3, {'battery-level': '46.80'}, None, None
720.09, [INFO], robot3, {'battery-level': '46.44'}, None, None
730.09, [INFO], robot3, {'battery-level': '46.08'}, None, None
740.00, [INFO], robot3, {'battery-level': '45.72'}, None, None
750.09, [INFO], robot3, {'battery-level': '45.36'}, None, None
760.01, [INFO], robot3, {'battery-level': '45.00'}, None, None
770.08, [INFO], robot3, {'battery-level': '44.64'}, None, None
780.08, [INFO], robot3, {'battery-level': '44.28'}, None, None
790.06, [INFO], robot3, {'battery-level': '43.92'}, None, None
800.07, [INFO], robot3, {'battery-level': '43.56'}, None, None
810.08, [INFO], robot3, {'battery-level': '43.20'}, None, None
